사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2020050700100620,2020년 5월 7일 21시,목요일,서울특별시 서대문구 북가좌동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,흐림,기타 - 기타,자전거,여,30세,상해없음,보행자,여,77세,경상
2020050800100105,2020년 5월 8일 09시,금요일,서울특별시 중랑구 상봉동,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,자전거,남,22세,경상,승용,여,55세,상해없음
2020050800100139,2020년 5월 8일 10시,금요일,서울특별시 성북구 정릉동,경상사고,0,0,1,0,차대차 - 측면충돌,불법유턴,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,8세,경상,승용,여,64세,상해없음
2020050800100490,2020년 5월 8일 19시,금요일,서울특별시 송파구 풍납동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,24세,경상,원동기,남,41세,상해없음
2020050800100491,2020년 5월 8일 19시,금요일,서울특별시 구로구 궁동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,15세,경상,승합,남,63세,상해없음
2020051000100090,2020년 5월 10일 08시,일요일,서울특별시 금천구 독산동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,자전거,남,57세,부상신고,자전거,남,59세,경상
2020051000100091,2020년 5월 10일 08시,일요일,서울특별시 송파구 풍납동,중상사고,0,1,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 젖음/습기,흐림,기타 - 기타,자전거,남,46세,부상신고,보행자,여,48세,중상
2020051000100185,2020년 5월 10일 14시,일요일,서울특별시 동작구 흑석동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,50세,기타불명,자전거,남,42세,경상
2020051000100270,2020년 5월 10일 17시,일요일,서울특별시 영등포구 양화동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,44세,부상신고,자전거,남,42세,상해없음
2020051000100358,2020년 5월 10일 21시,일요일,서울특별시 노원구 하계동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,기타,교차로 - 교차로부근,자전거,여,56세,상해없음,보행자,여,46세,경상
2020051100100035,2020년 5월 11일 05시,월요일,서울특별시 구로구 개봉동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,73세,경상,승용,남,65세,상해없음
2020051100100181,2020년 5월 11일 10시,월요일,서울특별시 노원구 상계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,65세,경상,승용,여,26세,상해없음
2020051100100226,2020년 5월 11일 11시,월요일,서울특별시 구로구 구로동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,72세,경상,승합,남,63세,상해없음
2020051100100267,2020년 5월 11일 12시,월요일,서울특별시 노원구 상계동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,68세,경상,화물,남,37세,상해없음
2020051100100294,2020년 5월 11일 13시,월요일,서울특별시 영등포구 문래동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,44세,경상,승용,남,50세,상해없음
2020051100100300,2020년 5월 11일 13시,월요일,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,기타 - 기타,자전거,남,59세,중상,승용,남,79세,상해없음
2020051100100428,2020년 5월 11일 16시,월요일,서울특별시 영등포구 양화동,중상사고,0,1,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,19세,부상신고,자전거,남,82세,중상
2020051100100468,2020년 5월 11일 17시,월요일,서울특별시 영등포구 문래동6가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,47세,상해없음,보행자,여,65세,중상
2020051100100504,2020년 5월 11일 18시,월요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,31세,기타불명,보행자,남,46세,경상
2020051100100542,2020년 5월 11일 19시,월요일,서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,66세,경상,승합,남,46세,상해없음
2020051100100568,2020년 5월 11일 20시,월요일,서울특별시 광진구 구의동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,자전거,남,33세,경상,자전거,여,27세,경상
2020051200100146,2020년 5월 12일 09시,화요일,서울특별시 영등포구 영등포동8가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,여,40세,경상,승용,남,59세,상해없음
2020051200100172,2020년 5월 12일 10시,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,자전거,여,60세,경상,승합,남,49세,상해없음
2020051200100359,2020년 5월 12일 16시,화요일,서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대사람 - 기타,기타,포장 - 건조,맑음,기타 - 기타,자전거,남,66세,상해없음,보행자,남,43세,경상
2020051200100453,2020년 5월 12일 18시,화요일,서울특별시 중랑구 망우동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,63세,중상,승용,여,35세,상해없음
2020051300100175,2020년 5월 13일 10시,수요일,서울특별시 서대문구 홍제동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,18세,상해없음,보행자,남,9세,중상
2020051300100178,2020년 5월 13일 10시,수요일,서울특별시 금천구 시흥동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,67세,상해없음,자전거,남,73세,중상
2020051300100179,2020년 5월 13일 10시,수요일,서울특별시 강동구 천호동,중상사고,0,2,0,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,79세,중상,자전거,남,42세,중상
2020051300100303,2020년 5월 13일 14시,수요일,서울특별시 광진구 자양동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,여,48세,중상,화물,남,59세,상해없음
2020051300100345,2020년 5월 13일 15시,수요일,서울특별시 중구 신당동,경상사고,0,0,2,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,31세,경상,보행자,여,62세,경상
2020051300100576,2020년 5월 13일 20시,수요일,서울특별시 강서구 등촌동,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,자전거,남,48세,상해없음,자전거,남,57세,중상
2020051300100619,2020년 5월 13일 22시,수요일,서울특별시 동작구 노량진동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,43세,기타불명,자전거,여,25세,경상
2020051400100045,2020년 5월 14일 06시,목요일,서울특별시 영등포구 여의도동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,교차로 - 교차로횡단보도내,자전거,남,45세,경상,승용,여,51세,상해없음
2020051400100109,2020년 5월 14일 09시,목요일,서울특별시 마포구 연남동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,32세,부상신고,승용,남,61세,상해없음
2020051400100111,2020년 5월 14일 09시,목요일,서울특별시 도봉구 쌍문동,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,교차로 - 교차로횡단보도내,자전거,여,62세,경상,승용,남,75세,상해없음
2020051400100221,2020년 5월 14일 12시,목요일,서울특별시 강남구 대치동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,14세,경상,승용,남,61세,상해없음
2020051400100437,2020년 5월 14일 18시,목요일,서울특별시 중랑구 신내동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,기타 - 기타,자전거,남,32세,경상,보행자,남,25세,상해없음
2020051400100484,2020년 5월 14일 19시,목요일,서울특별시 종로구 적선동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,자전거,여,24세,상해없음,승용,남,28세,경상
2020051400100490,2020년 5월 14일 19시,목요일,서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,27세,경상,승용,남,53세,상해없음
2020051400100492,2020년 5월 14일 19시,목요일,서울특별시 노원구 중계동,경상사고,0,0,1,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,53세,부상신고,보행자,남,18세,경상
2020051400100558,2020년 5월 14일 21시,목요일,서울특별시 중랑구 묵동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,여,49세,경상,자전거,남,33세,경상
2020051600100166,2020년 5월 16일 11시,토요일,서울특별시 동작구 신대방동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,포장 - 젖음/습기,비,교차로 - 교차로부근,자전거,여,70세,경상,승용,남,44세,상해없음
2020051600100301,2020년 5월 16일 15시,토요일,서울특별시 도봉구 창동,경상사고,0,0,1,1,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,70세,부상신고,자전거,남,40세,경상
2020051600100369,2020년 5월 16일 17시,토요일,서울특별시 노원구 상계동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,자전거,여,63세,상해없음,보행자,여,86세,중상
2020051600100457,2020년 5월 16일 20시,토요일,서울특별시 영등포구 당산동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,39세,경상,자전거,여,27세,경상
2020051700100082,2020년 5월 17일 08시,일요일,서울특별시 서초구 반포동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,46세,경상,승용,남,59세,상해없음
2020051700100096,2020년 5월 17일 09시,일요일,서울특별시 영등포구 양평동2가,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,50세,상해없음,자전거,남,60세,부상신고
2020051700100125,2020년 5월 17일 11시,일요일,서울특별시 송파구 풍납동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,40세,중상,자전거,남,61세,중상
2020051700100239,2020년 5월 17일 15시,일요일,서울특별시 동작구 흑석동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,57세,중상,자전거,여,28세,중상
2020051700100240,2020년 5월 17일 15시,일요일,서울특별시 송파구 잠실동,중상사고,0,1,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,44세,부상신고,자전거,여,72세,중상
2020051700100271,2020년 5월 17일 16시,일요일,서울특별시 영등포구 여의도동,중상사고,0,1,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,41세,중상,자전거,남,46세,부상신고
2020051700100301,2020년 5월 17일 17시,일요일,서울특별시 강동구 천호동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,54세,중상,자전거,여,39세,경상
2020051700100302,2020년 5월 17일 17시,일요일,서울특별시 송파구 잠실동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,25세,상해없음,자전거,남,45세,중상
2020051700100304,2020년 5월 17일 17시,일요일,서울특별시 강남구 도곡동,경상사고,0,0,2,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,여,51세,경상,보행자,여,50세,경상
2020051700100340,2020년 5월 17일 18시,일요일,서울특별시 마포구 마포동,부상신고사고,0,0,0,2,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,자전거,남,38세,부상신고,자전거,남,10세,부상신고
2020051700100341,2020년 5월 17일 18시,일요일,서울특별시 성동구 성수동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,63세,기타불명,자전거,여,63세,경상
2020051800100071,2020년 5월 18일 08시,월요일,서울특별시 양천구 신월동,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,81세,사망,승합,남,49세,상해없음
2020051800100073,2020년 5월 18일 08시,월요일,서울특별시 노원구 상계동,부상신고사고,0,0,0,1,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,자전거,남,83세,부상신고,승용,남,57세,상해없음
2020051800100199,2020년 5월 18일 12시,월요일,서울특별시 금천구 독산동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,13세,상해없음,보행자,여,66세,경상
2020051800100318,2020년 5월 18일 15시,월요일,서울특별시 송파구 잠실동,중상사고,0,1,1,1,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,흐림,단일로 - 기타,자전거,남,13세,부상신고,자전거,여,62세,중상
2020051800100373,2020년 5월 18일 16시,월요일,서울특별시 노원구 중계동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,포장 - 젖음/습기,비,단일로 - 기타,자전거,기타불명,미분류,기타불명,보행자,여,55세,중상
2020051900100041,2020년 5월 19일 05시,화요일,서울특별시 노원구 상계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,80세,경상,승용,남,26세,상해없음
2020051900100283,2020년 5월 19일 15시,화요일,서울특별시 도봉구 창동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,72세,상해없음,보행자,여,84세,경상
2020051900100326,2020년 5월 19일 16시,화요일,서울특별시 노원구 상계동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,9세,상해없음,보행자,여,72세,경상
2020051900100364,2020년 5월 19일 17시,화요일,서울특별시 광진구 자양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,65세,경상,보행자,남,4세,상해없음
2020052000100170,2020년 5월 20일 10시,수요일,서울특별시 성동구 행당동,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,65세,경상,이륜,남,35세,부상신고
2020052000100302,2020년 5월 20일 13시,수요일,서울특별시 노원구 하계동,부상신고사고,0,0,0,1,차대차 - 측면충돌,불법유턴,포장 - 건조,맑음,교차로 - 교차로횡단보도내,자전거,남,68세,부상신고,승용,여,67세,상해없음
2020052000100376,2020년 5월 20일 15시,수요일,서울특별시 양천구 신정동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,68세,상해없음,보행자,여,6세,부상신고
2020052000100457,2020년 5월 20일 17시,수요일,서울특별시 영등포구 문래동6가,경상사고,0,0,1,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,33세,부상신고,보행자,남,2세,경상
2020052000100513,2020년 5월 20일 18시,수요일,서울특별시 성동구 용답동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,33세,경상,승용,남,49세,상해없음
2020052000100566,2020년 5월 20일 19시,수요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,48세,상해없음,자전거,여,51세,중상
2020052000100648,2020년 5월 20일 22시,수요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,9세,상해없음,자전거,남,28세,중상
2020052100100077,2020년 5월 21일 08시,목요일,서울특별시 중랑구 면목동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,자전거,여,51세,중상,승용,남,71세,상해없음
2020052100100125,2020년 5월 21일 09시,목요일,서울특별시 동작구 본동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,여,31세,경상,,,,
2020052100100154,2020년 5월 21일 10시,목요일,서울특별시 금천구 시흥동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,기타,포장 - 건조,맑음,단일로 - 기타,자전거,남,71세,상해없음,보행자,여,70세,경상
2020052100100192,2020년 5월 21일 11시,목요일,서울특별시 마포구 신수동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,자전거,남,49세,경상,승용,남,46세,상해없음
2020052100100407,2020년 5월 21일 17시,목요일,서울특별시 마포구 망원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,여,20세,상해없음,자전거,남,39세,경상
2020052100100421,2020년 5월 21일 17시,목요일,서울특별시 강남구 수서동,중상사고,0,1,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,16세,부상신고,보행자,여,74세,중상
2020052100100475,2020년 5월 21일 18시,목요일,서울특별시 영등포구 양평동4가,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,자전거,여,30세,상해없음,보행자,여,33세,경상
2020052100100480,2020년 5월 21일 18시,목요일,서울특별시 송파구 송파동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,23세,상해없음,보행자,남,52세,경상
2020052100100529,2020년 5월 21일 19시,목요일,서울특별시 송파구 방이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,13세,경상,승용,남,23세,상해없음
2020052100100602,2020년 5월 21일 22시,목요일,서울특별시 도봉구 쌍문동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로안,자전거,남,72세,상해없음,이륜,남,26세,경상
2020052200100048,2020년 5월 22일 06시,금요일,서울특별시 성동구 마장동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,자전거,여,34세,경상,화물,남,23세,상해없음
2020052200100065,2020년 5월 22일 07시,금요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,63세,경상,화물,남,56세,상해없음
2020052200100084,2020년 5월 22일 08시,금요일,서울특별시 은평구 응암동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,37세,상해없음,보행자,여,26세,경상
2020052200100085,2020년 5월 22일 08시,금요일,서울특별시 송파구 거여동,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,53세,경상,화물,남,54세,상해없음
2020052200100086,2020년 5월 22일 08시,금요일,서울특별시 송파구 신천동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,자전거,여,24세,상해없음,보행자,여,37세,경상
2020052200100156,2020년 5월 22일 10시,금요일,서울특별시 강북구 수유동,부상신고사고,0,0,0,1,차대차 - 측면충돌,기타,포장 - 건조,맑음,단일로 - 기타,자전거,남,80세,부상신고,기타불명,기타불명,미분류,기타불명
